基金代码,基金简称,基金类型,资产规模(亿),基金管理人,基金净值,基金经理(最近连续最长任职),基金经理的上任时间,近三年标准差,近三年夏普,近三年涨幅,近五年涨幅
001315,易方达新益混合E,混合型-灵活,0.22,易方达基金,2.9500,杨康,2022-08-06,5.62%,-0.14,2.09%,52.10%
398061,中海消费混合A,混合型-偏股,2.52,中海基金,2.9480,姚晨曦,2015-04-17,21.79%,-1.02,-49.99%,12.35%
000529,广发竞争优势混合A,混合型-灵活,6.04,广发基金,2.9477,吴兴武,2022-11-04,21.78%,-0.71,-36.31%,52.73%
017170,景顺长城优势企业混合C,混合型-偏股,0.21,景顺长城基金,2.9470,邓敬东,2022-11-16,None,None,None,None
160133,南方天元新产业股票(LOF),股票型,10.02,南方基金,2.9466,蒋秋洁,2015-06-16,16.44%,-0.97,-37.29%,25.23%
010026,广发聚瑞混合C,混合型-偏股,0.22,广发基金,2.9462,费逸,2020-09-25,23.84%,-0.76,-42.27%,None
519120,浦银安盛新兴产业混合A,混合型-灵活,1.64,浦银安盛基金,2.9460,李浩玄,2023-03-03,23.25%,-0.25,-12.70%,106.76%
007887,东方红启元三年持有混合B,混合型-灵活,16.33,东方红资产管理,2.9431,傅奕翔,2022-09-07,18.71%,-1.07,-46.01%,None
017915,中海消费混合C,混合型-偏股,0.00,中海基金,2.9410,姚晨曦,2023-03-06,None,None,None,None
240001,华宝宝康消费品,混合型-平衡,9.37,华宝基金,2.9367,汤慧,2021-12-30,14.36%,-1.10,-37.09%,26.60%
050111,博时信用债券C,债券型-混合二级,7.00,博时基金,2.9270,过钧,2009-06-10,11.20%,-0.29,-5.28%,21.05%
001410,信澳新能源产业股票,股票型,66.91,信达澳亚基金,2.9240,冯明远,2016-10-19,26.73%,-0.50,-31.83%,95.85%
040015,华安动态灵活配置混合A,混合型-灵活,9.81,华安基金,2.9190,蒋璆,2015-06-16,23.87%,-0.31,-16.70%,110.30%
011755,广发竞争优势混合C,混合型-灵活,0.19,广发基金,2.9102,吴兴武,2022-11-04,21.78%,-0.73,-37.07%,None
014061,浦银安盛新兴产业混合C,混合型-灵活,0.19,浦银安盛基金,2.9083,李浩玄,2023-03-03,None,None,None,None
001323,东吴移动互联混合A,混合型-灵活,7.84,东吴基金,2.9035,刘元海,2016-04-27,33.97%,0.39,50.54%,230.32%
910007,东方红启元三年持有混合A,混合型-灵活,4.62,东方红资产管理,2.9029,傅奕翔,2022-09-07,18.71%,-1.09,-46.50%,None
000751,嘉实新兴产业股票,股票型,54.64,嘉实基金,2.9010,归凯,2018-12-04,19.56%,-1.14,-50.33%,19.93%
000756,建信潜力新蓝筹股票A,股票型,11.61,建信基金,2.8940,周智硕,2020-09-18,22.37%,-0.02,3.39%,118.09%
007574,宝盈新价值混合C,混合型-灵活,9.45,宝盈基金,2.8880,杨思亮,2020-04-09,16.23%,0.03,6.02%,None
002170,东吴移动互联混合C,混合型-灵活,13.68,东吴基金,2.8805,刘元海,2016-04-27,33.97%,0.38,49.65%,231.09%
013619,华安动态灵活配置混合C,混合型-灵活,0.37,华安基金,2.8730,蒋璆,2021-10-18,None,None,None,None
014967,建信潜力新蓝筹股票C,股票型,0.57,建信基金,2.8660,周智硕,2022-01-25,None,None,None,None
001387,国联新经济混合A,混合型-灵活,2.44,国联基金,2.8650,甘传琦,2020-03-09,25.24%,-0.47,-27.78%,80.91%
005856,中科沃土沃瑞混合C,混合型-灵活,0.24,中科沃土基金,2.8593,徐伟,2022-03-01,17.33%,-0.10,-0.51%,176.53%
340007,兴全社会责任混合,混合型-偏股,28.03,兴证全球基金,2.8580,季文华,2019-04-02,23.23%,-1.04,-53.69%,-9.15%
005660,嘉实资源精选股票A,股票型,4.27,嘉实基金,2.8493,刘杰,2024-03-23,21.67%,0.11,12.11%,163.85%
540003,汇丰晋信动态策略混合A,混合型-灵活,24.81,汇丰晋信基金,2.8414,陆彬,2020-05-09,21.75%,-0.69,-35.43%,54.17%
180018,银华和谐主题混合,混合型-灵活,2.58,银华基金,2.8370,唐能,2015-05-25,17.54%,-1.06,-42.93%,25.14%
000747,广发逆向策略混合A,混合型-灵活,1.25,广发基金,2.8325,程琨,2014-09-04,17.24%,-0.32,-11.51%,62.60%
000778,鹏华先进制造股票,股票型,2.68,鹏华基金,2.8280,袁航,2014-11-04,17.90%,-0.41,-16.65%,81.75%
000263,工银信息产业混合A,混合型-偏股,9.67,工银瑞信基金,2.8210,单文,2017-07-25,17.45%,-0.98,-40.07%,87.32%
016335,汇丰晋信动态策略混合C,混合型-灵活,0.10,汇丰晋信基金,2.8140,陆彬,2022-08-01,None,None,None,None
002943,广发多因子混合,混合型-灵活,110.81,广发基金,2.8036,唐晓斌,2018-06-25,19.25%,-0.21,-7.30%,161.57%
161611,融通内需驱动混合A,混合型-偏股,22.43,融通基金,2.7990,范琨,2020-02-05,16.18%,0.30,20.13%,193.40%
000242,景顺长城策略精选灵活配置混合A,混合型-灵活,47.57,景顺长城基金,2.7980,张靖,2014-10-25,18.38%,0.00,4.29%,148.27%
530020,建信转债增强债券A,债券型-混合二级,0.41,建信基金,2.7960,牛兴华,2021-01-25,14.21%,-0.22,-4.74%,21.62%
011758,广发逆向策略混合C,混合型-灵活,0.51,广发基金,2.7954,程琨,2021-03-18,17.24%,-0.34,-12.60%,None
000513,富国高端制造行业股票A,股票型,5.73,富国基金,2.7840,毕天宇,2014-06-20,20.04%,-0.63,-29.61%,67.71%
011474,工银信息产业混合C,混合型-偏股,0.09,工银瑞信基金,2.7750,单文,2021-02-05,17.45%,-1.01,-40.94%,None
020649,诺安中小盘精选混合D,混合型-偏股,0.00,诺安基金,2.7730,韩冬燕,2024-02-23,None,None,None,None
005661,嘉实资源精选股票C,股票型,3.98,嘉实基金,2.7723,刘杰,2024-03-23,21.67%,0.09,10.45%,157.74%
320011,诺安中小盘精选混合A,混合型-偏股,9.66,诺安基金,2.7720,韩冬燕,2016-09-13,15.04%,-0.28,-8.12%,45.21%
017167,景顺长城策略精选灵活配置混合C,混合型-灵活,19.92,景顺长城基金,2.7710,张靖,2022-11-16,None,None,None,None
020648,诺安中小盘精选混合C,混合型-偏股,0.00,诺安基金,2.7690,韩冬燕,2024-02-23,None,None,None,None
014109,融通内需驱动混合C,混合型-偏股,10.62,融通基金,2.7640,范琨,2021-11-12,None,None,None,None
270041,广发消费品精选混合A,混合型-偏股,2.88,广发基金,2.7610,林英睿,2024-03-29,17.72%,-1.04,-42.65%,-0.43%
001736,圆信永丰优加生活,股票型,39.11,圆信永丰基金,2.7525,陈臣,2024-04-03,15.97%,-0.45,-16.11%,92.48%
000020,景顺长城品质投资混合A,混合型-偏股,3.95,景顺长城基金,2.7520,詹成,2015-12-29,19.62%,-0.79,-36.34%,42.74%
014930,富国高端制造行业股票C,股票型,0.09,富国基金,2.7450,毕天宇,2022-01-25,None,None,None,None
016906,景顺长城品质投资混合C,混合型-偏股,0.01,景顺长城基金,2.7450,詹成,2022-10-19,None,None,None,None
519778,交银经济新动力混合A,混合型-灵活,28.11,交银施罗德基金,2.7426,郭斐,2018-06-02,15.11%,-0.56,-19.31%,106.18%
160919,大成产业升级股票(LOF)A,股票型,5.40,大成基金,2.7382,王晶晶,2022-12-14,18.54%,0.01,5.27%,127.24%
660005,农银中小盘混合,混合型-偏股,5.29,农银汇理基金,2.7359,徐文卉,2017-05-16,19.62%,-0.79,-36.60%,45.28%
519656,银河灵活配置混合A,混合型-灵活,0.34,银河基金,2.7288,石磊,2019-04-22,13.34%,-0.61,-18.62%,46.63%
019206,大成产业升级股票(LOF)C,股票型,1.94,大成基金,2.7276,王晶晶,2023-09-01,None,None,None,None
110015,易方达行业领先混合,混合型-偏股,11.87,易方达基金,2.7260,冯波,2009-12-31,18.30%,-0.94,-40.15%,32.17%
001532,华安文体健康混合A,混合型-灵活,23.18,华安基金,2.7240,刘畅畅,2020-01-08,20.82%,-0.36,-17.15%,129.49%
080005,长盛量化红利混合A,混合型-偏股,4.24,长盛基金,2.7236,王宁,2021-08-26,12.97%,0.23,14.01%,115.82%
010022,广发消费品精选混合C,混合型-偏股,0.10,广发基金,2.7210,林英睿,2024-03-29,19.70%,-0.95,-43.32%,None
481017,工银量化策略混合A,混合型-偏股,1.31,工银瑞信基金,2.7200,张乐涛,2022-02-18,17.10%,-0.83,-33.37%,55.51%
020155,长盛量化红利混合C,混合型-偏股,0.36,长盛基金,2.7185,王宁,2023-12-04,None,None,None,None
206007,鹏华消费优选混合,混合型-偏股,4.99,鹏华基金,2.7120,蒋鑫,2023-03-04,16.71%,-1.23,-47.08%,13.90%
550016,中信保诚至远动力混合C,混合型-偏股,1.28,中信保诚基金,2.7113,王睿,2019-10-25,18.39%,-0.72,-31.42%,84.62%
000612,华宝生态中国混合A,混合型-偏股,7.21,华宝基金,2.7080,夏林锋,2015-02-17,22.26%,-0.51,-26.77%,50.11%
000803,工银研究精选股票,股票型,1.38,工银瑞信基金,2.7050,宋炳珅,2014-10-23,19.61%,-0.42,-18.82%,110.02%
001717,工银前沿医疗股票A,股票型,108.53,工银瑞信基金,2.7010,赵蓓,2016-02-03,23.69%,-0.86,-46.42%,76.31%
014096,交银经济新动力混合C,混合型-灵活,0.11,交银施罗德基金,2.7006,郭斐,2021-11-19,None,None,None,None
217013,招商中小盘混合,混合型-偏股,1.89,招商基金,2.7000,韩冰,2015-05-05,17.36%,-0.85,-34.70%,90.14%
320006,诺安灵活配置混合,混合型-灵活,7.70,诺安基金,2.6980,张强,2017-03-04,22.60%,-0.49,-26.24%,32.84%
013116,华安文体健康混合C,混合型-灵活,2.25,华安基金,2.6860,刘畅畅,2021-08-23,None,None,None,None
000522,华润元大信息传媒科技混合A,混合型-偏股,1.75,华润元大基金,2.6814,刘宏毅,2019-02-14,31.67%,-0.06,-1.20%,111.80%
016462,华宝生态中国混合C,混合型-偏股,0.65,华宝基金,2.6790,夏林锋,2022-08-17,None,None,None,None
519918,华夏兴和混合A,混合型-灵活,13.72,华夏基金,2.6780,李彦,2020-06-12,27.72%,-0.37,-23.86%,94.76%
531020,建信转债增强债券C,债券型-混合二级,0.47,建信基金,2.6770,牛兴华,2021-01-25,14.20%,-0.24,-5.74%,19.46%
519712,交银阿尔法核心混合A,混合型-偏股,42.31,交银施罗德基金,2.6766,何帅,2015-09-16,19.64%,-0.62,-28.95%,24.84%
481015,工银主题策略混合A,混合型-偏股,6.12,工银瑞信基金,2.6750,林念,2022-08-01,29.46%,-0.68,-45.75%,49.69%
019089,华润元大信息传媒科技混合C,混合型-偏股,0.11,华润元大基金,2.6727,刘宏毅,2023-08-15,None,None,None,None
519677,银河定投宝,指数型-股票,3.31,银河基金,2.6660,黄栋,2023-11-29,16.45%,0.03,6.13%,73.79%
012241,工银量化策略混合C,混合型-偏股,0.01,工银瑞信基金,2.6660,张乐涛,2022-02-18,17.09%,-0.86,-34.62%,None
660001,农银行业成长混合,混合型-偏股,12.86,农银汇理基金,2.6578,陈富权,2021-02-09,17.48%,-0.65,-26.62%,37.04%
017766,华夏兴和混合C,混合型-灵活,0.33,华夏基金,2.6570,李彦,2023-01-19,None,None,None,None
001445,华安国企改革主题灵活配置混合A,混合型-灵活,4.56,华安基金,2.6560,陈媛,2022-08-05,17.61%,-0.60,-24.93%,70.15%
001216,易方达新收益混合A,混合型-灵活,33.94,易方达基金,2.6560,张清华,2015-04-17,17.46%,-0.85,-34.90%,74.30%
002340,富国价值优势混合,混合型-偏股,31.02,富国基金,2.6557,孙彬,2019-05-23,17.55%,-0.78,-32.29%,100.28%
001508,富国新动力灵活配置混合A,混合型-灵活,46.50,富国基金,2.6490,于洋,2017-10-25,14.27%,-0.63,-20.84%,105.50%
010685,工银前沿医疗股票C,股票型,18.87,工银瑞信基金,2.6450,赵蓓,2020-11-23,23.68%,-0.88,-47.36%,None
013312,工银主题策略混合C,混合型-偏股,0.10,工银瑞信基金,2.6390,林念,2022-08-01,None,None,None,None
013885,交银阿尔法核心混合C,混合型-偏股,1.61,交银施罗德基金,2.6360,何帅,2021-11-12,None,None,None,None
001528,诺安先进制造股票A,股票型,4.02,诺安基金,2.6300,韩冬燕,2015-11-05,15.15%,-0.09,0.42%,80.63%
310318,申万菱信沪深300指数增强A,指数型-股票,6.53,申万菱信基金,2.6296,刘敦,2019-04-18,15.65%,-0.77,-28.27%,16.67%
016290,华安国企改革主题灵活配置混合C,混合型-灵活,0.03,华安基金,2.6290,陈媛,2022-08-11,None,None,None,None
340008,兴全有机增长混合,混合型-灵活,15.04,兴证全球基金,2.6274,钱鑫,2020-12-09,16.61%,-0.98,-38.08%,11.35%
002252,融通成长30灵活配置混合A,混合型-灵活,6.32,融通基金,2.6260,范琨,2021-07-20,15.86%,0.24,16.92%,154.46%
019607,诺安先进制造股票C,股票型,0.76,诺安基金,2.6220,韩冬燕,2023-09-27,None,None,None,None
519212,万家宏观择时多策略混合A,混合型-灵活,20.43,万家基金,2.6195,黄海,2020-09-23,28.79%,0.83,97.15%,123.13%
000967,华泰柏瑞创新动力混合,混合型-灵活,2.32,华泰柏瑞基金,2.6160,吴邦栋,2018-03-14,21.39%,-0.29,-13.58%,77.24%
163816,中银转债增强债券A,债券型-混合二级,4.27,中银基金,2.6139,范锐,2022-04-27,13.76%,-0.36,-10.14%,36.00%
217027,招商央视财经50指数A,指数型-股票,6.30,招商基金,2.6074,侯昊,2017-09-05,15.05%,-0.49,-16.43%,30.85%
017787,万家宏观择时多策略混合C,混合型-灵活,4.21,万家基金,2.6017,黄海,2023-01-17,None,None,None,None
003304,前海开源沪港深核心资源混合A,混合型-灵活,3.52,前海开源基金,2.6010,吴国清,2016-10-17,26.07%,0.19,20.70%,109.08%
019569,明亚久安90天持有期债券C,债券型-长债,0.01,明亚基金,2.6002,何明,2023-10-24,None,None,None,None
550009,中信保诚中小盘混合A,混合型-偏股,2.39,中信保诚基金,2.5992,孙浩中,2021-08-30,27.87%,-0.45,-29.83%,137.91%
014106,融通成长30灵活配置混合C,混合型-灵活,10.03,融通基金,2.5940,范琨,2021-11-12,None,None,None,None
160624,鹏华消费领先混合,混合型-灵活,2.33,鹏华基金,2.5930,孟昊,2018-11-17,21.95%,-0.78,-39.80%,47.92%
710001,富安达优势成长混合,混合型-偏股,6.80,富安达基金,2.5921,李守峰,2023-06-08,17.79%,-0.60,-25.05%,29.11%
001473,建信大安全战略精选股票,股票型,3.76,建信基金,2.5892,王东杰,2015-07-29,15.11%,-0.59,-20.48%,85.55%
320021,诺安双利债券发起,债券型-混合二级,14.01,诺安基金,2.5880,潘飞,2022-06-17,3.48%,-0.25,1.93%,31.37%
530016,建信恒稳价值混合,混合型-平衡,0.39,建信基金,2.5870,潘龙玲,2021-10-20,15.21%,-1.03,-36.92%,22.72%
006533,易方达科融混合,混合型-偏股,15.45,易方达基金,2.5833,刘健维,2020-06-06,24.85%,0.04,7.72%,160.31%
003305,前海开源沪港深核心资源混合C,混合型-灵活,2.20,前海开源基金,2.5780,吴国清,2016-10-17,26.07%,0.19,20.30%,107.90%
001217,易方达新收益混合C,混合型-灵活,9.77,易方达基金,2.5740,张清华,2015-04-17,17.47%,-0.86,-35.29%,72.50%
202101,南方宝元债券A,债券型-混合二级,68.55,南方基金,2.5732,林乐峰,2016-03-30,4.68%,-0.22,1.47%,24.48%
160211,国泰中小盘成长混合(LOF),混合型-偏股,5.24,国泰基金,2.5730,姜英,2022-03-01,20.24%,-0.84,-39.59%,31.81%
019636,富国研究精选灵活配置混合D,混合型-灵活,11.51,富国基金,2.5670,刘莉莉,2023-10-20,None,None,None,None
016256,中信保诚中小盘混合C,混合型-偏股,0.01,中信保诚基金,2.5664,孙浩中,2022-07-15,None,None,None,None
000880,富国研究精选灵活配置混合A,混合型-灵活,11.13,富国基金,2.5660,刘莉莉,2019-02-01,17.13%,0.08,8.96%,85.27%
001437,易方达瑞享混合I,混合型-灵活,5.11,易方达基金,2.5630,武阳,2017-12-30,23.84%,0.04,7.78%,112.70%
001716,工银新趋势灵活配置混合A,混合型-灵活,2.41,工银瑞信基金,2.5570,何肖颉,2015-12-29,18.63%,-0.54,-23.33%,109.42%
001714,工银文体产业股票A,股票型,53.95,工银瑞信基金,2.5550,修世宇,2022-11-18,16.48%,-0.78,-30.46%,76.09%
019568,明亚久安90天持有期债券A,债券型-长债,0.62,明亚基金,2.5502,何明,2023-10-24,None,None,None,None
001883,中欧新动力混合(LOF)E,混合型-偏股,0.75,中欧基金,2.5493,王健,2016-11-03,16.80%,-0.72,-28.57%,53.13%
519657,银河灵活配置混合C,混合型-灵活,0.26,银河基金,2.5457,石磊,2019-04-22,13.33%,-0.67,-20.55%,40.88%
580008,东吴新产业精选股票A,股票型,1.44,东吴基金,2.5414,刘瑞,2018-03-08,21.81%,-0.61,-31.28%,37.22%
000309,大摩品质生活精选股票A,股票型,2.35,摩根士丹利基金,2.5400,何晓春,2018-02-10,25.40%,-0.57,-33.87%,47.16%
016313,富国研究精选灵活配置混合C,混合型-灵活,29.75,富国基金,2.5390,刘莉莉,2022-08-23,None,None,None,None
000587,大成灵活配置混合A,混合型-灵活,0.82,大成基金,2.5360,王磊,2017-06-09,19.35%,-0.55,-24.97%,58.01%
860009,光大阳光稳健增长混合A,混合型-平衡,3.87,上海光大证券资产管理,2.5360,饶于晨,2024-06-26,7.12%,-0.96,-15.12%,None
004410,招商央视财经50指数C,指数型-股票,0.35,招商基金,2.5351,侯昊,2017-09-05,15.05%,-0.51,-17.44%,28.22%
519150,新华优选消费混合,混合型-偏股,2.68,新华基金,2.5343,蔡春红,2021-09-03,22.39%,-0.70,-36.64%,60.30%
019484,大摩品质生活精选股票C,股票型,0.00,摩根士丹利基金,2.5330,何晓春,2023-09-15,None,None,None,None
001510,富国新动力灵活配置混合C,混合型-灵活,12.28,富国基金,2.5300,于洋,2017-10-25,14.27%,-0.66,-22.02%,100.46%
019222,大成灵活配置混合C,混合型-灵活,0.00,大成基金,2.5280,王磊,2023-10-18,None,None,None,None
166009,中欧新动力混合(LOF)A,混合型-偏股,13.00,中欧基金,2.5259,王健,2016-11-03,16.80%,-0.72,-28.57%,53.18%
003567,华夏行业景气混合,混合型-偏股,75.80,华夏基金,2.5224,钟帅,2020-07-28,25.50%,-0.24,-12.92%,112.43%
001907,国投瑞银境煊灵活配置混合A,混合型-灵活,6.39,国投瑞银基金,2.5212,周思捷,2021-04-28,18.88%,-0.18,-5.59%,101.84%
001651,工银新蓝筹股票A,股票型,3.58,工银瑞信基金,2.5210,盛震山,2023-10-13,14.32%,-0.25,-6.11%,80.85%
910028,东方红内需增长混合A,混合型-偏股,5.24,东方红资产管理,2.5187,李竞,2021-06-01,22.87%,-0.75,-40.17%,None
161810,银华内需精选混合(LOF),混合型-偏股,18.56,银华基金,2.5180,刘辉,2017-03-15,22.11%,-0.25,-11.80%,67.42%
487021,工银优质精选混合A,混合型-灵活,3.71,工银瑞信基金,2.5140,胡志利,2017-01-25,16.22%,-0.91,-34.75%,58.41%
163412,兴全轻资产混合(LOF),混合型-偏股,35.82,兴证全球基金,2.5130,董理,2017-11-23,18.28%,-0.77,-33.34%,17.51%
011470,东吴新产业精选股票C,股票型,1.28,东吴基金,2.5106,刘瑞,2021-02-02,21.81%,-0.62,-32.07%,None
000595,嘉实泰和混合,混合型-灵活,29.70,嘉实基金,2.5080,归凯,2016-03-10,19.41%,-1.10,-48.63%,15.51%
000127,农银行业领先混合,混合型-偏股,7.95,农银汇理基金,2.5075,张峰,2015-09-17,15.77%,-0.88,-32.79%,30.44%
010687,工银文体产业股票C,股票型,1.17,工银瑞信基金,2.5010,修世宇,2022-11-18,16.47%,-0.82,-31.72%,None
590003,中邮核心优势灵活配置混合A,混合型-灵活,16.37,中邮基金,2.5000,江刘玮,2023-06-28,26.67%,0.44,44.79%,156.09%
021218,中邮核心优势灵活配置混合C,混合型-灵活,None,中邮基金,2.5000,江刘玮,2024-04-11,None,None,None,None
018222,工银优质精选混合C,混合型-灵活,0.01,工银瑞信基金,2.4990,胡志利,2023-04-03,None,None,None,None
003624,创金合信资源股票发起式A,股票型,3.41,创金合信基金,2.4988,李游,2016-11-02,25.66%,0.08,10.79%,174.65%
