基金代码,基金简称,基金类型,资产规模(亿),基金管理人,基金净值,基金经理(最近连续最长任职),基金经理的上任时间,近三年标准差,近三年夏普,近三年涨幅,近五年涨幅
009370,浦银安盛睿和优选3个月持有混合(FOF)A,FOF-进取型,0.24,浦银安盛基金,1.0844,陈曙亮,2022-07-11,8.04%,-0.14,1.11%,None
007432,华泰保兴久盈63个月定开债,债券型-长债,45.26,华泰保兴基金,1.0043,周咏梅,2020-08-24,None,None,12.07%,None
010193,农银养老2045五年持有混合(FOF)A,FOF-进取型,1.84,农银汇理基金,0.7882,张梦珂,2024-05-09,11.57%,-0.93,-25.18%,None
009254,蜂巢添禧87个月定开,债券型-长债,80.95,蜂巢基金,1.0132,李磊,2024-06-25,None,None,13.58%,None
009415,中邮瑞享两年定开混合A,混合型-偏债,0.52,中邮基金,0.9541,江刘玮,2024-04-03,None,None,-13.21%,None
009889,华润元大润禧39个月定开债A,债券型-长债,80.60,华润元大基金,1.0253,程涛涛,2023-09-01,None,None,10.14%,None
008616,浙商汇金聚泓两年定开债C,债券型-长债,0.00,浙商证券资管,1.0012,程嘉伟,2022-03-30,None,None,3.16%,None
009416,中邮瑞享两年定开混合C,混合型-偏债,0.03,中邮基金,0.9361,江刘玮,2024-04-03,None,None,-14.51%,None
008028,申万菱信安泰广利63个月定开债,债券型-长债,83.52,申万菱信基金,1.0542,唐俊杰,2020-11-03,None,None,11.77%,None
008613,浙商汇金安享66个月定期A,债券型-长债,80.80,浙商证券资管,1.0102,宋怡健,2022-11-22,None,None,12.15%,None
009583,淳厚安裕87个月定开债,债券型-长债,75.92,淳厚基金,1.0305,江文军,2020-09-10,None,None,12.98%,None
010502,财通裕泰87个月定开债,债券型-长债,84.72,财通基金,1.0695,张婉玉,2022-07-08,None,None,13.66%,None
160425,华安创业板两年定开混合,混合型-偏股,1.39,华安基金,0.9997,蒋璆,2020-09-03,None,None,-12.83%,None
010580,长盛稳鑫63个月定开债,债券型-长债,85.09,长盛基金,1.0727,王贵君,2021-11-02,None,None,11.71%,None
010486,中航瑞晨87个月定开债C,债券型-长债,0.00,中航基金,1.0147,茅勇峰,2020-11-23,None,None,13.94%,None
010485,中航瑞晨87个月定开债A,债券型-长债,81.18,中航基金,1.0162,茅勇峰,2020-11-23,None,None,14.08%,None
009839,国金惠丰39个月定开债,债券型-长债,80.69,国金基金,1.0154,谢雨芮,2022-12-14,None,None,9.55%,None
009584,华富63个月定期开放债券,债券型-长债,72.81,华富基金,1.0709,张惠,2021-08-16,None,None,11.32%,None
009304,恒生前海恒颐五年定开债C,债券型-长债,0.00,恒生前海基金,1.0098,吕程,2023-07-31,None,None,11.83%,None
009894,前海开源惠盈39个月定开债券,债券型-长债,78.85,前海开源基金,1.0076,李炳智,2020-08-24,None,None,10.31%,None
010468,国富恒博63个月定期开放债券,债券型-长债,81.12,国海富兰克林基金,1.0131,沈竹熙,2020-11-19,None,None,12.18%,None
009970,财通内需增长12个月定开混合,混合型-偏股,3.12,财通基金,0.6619,王逸俊,2023-09-19,None,None,-42.26%,None
009719,招商增浩一年定期开放混合C,混合型-偏债,0.42,招商基金,1.0879,姚飞军,2020-12-01,None,None,6.41%,None
009533,太平恒泽63个月定开,债券型-长债,84.23,太平基金,1.0424,吴超,2020-08-07,None,None,12.17%,None
008670,方正富邦禾利39个月定开债C,债券型-长债,0.00,方正富邦基金,1.0554,王靖,2020-09-25,None,None,9.43%,None
010591,富国中国中小盘混合(QDII)美元,QDII-混合偏股,27.42,富国基金,0.3130,张峰,2020-11-09,21.17%,-0.70,-34.93%,None
005836,创金合信泰盈双季红定开债券A,债券型-长债,10.36,创金合信基金,1.1027,郑振源,2019-10-16,None,None,13.62%,None
007455,富国蓝筹精选股票(QDII)人民币,QDII-普通股票,12.14,富国基金,1.8448,张峰,2019-08-02,21.08%,-0.57,-28.14%,None
010583,富国蓝筹精选股票(QDII)美元,QDII-普通股票,12.14,富国基金,0.2590,张峰,2020-11-09,21.59%,-0.68,-34.68%,None
008013,前海联合淳丰87个月定开债C,债券型-长债,0.00,前海联合,1.0024,张文,2021-08-20,None,None,12.72%,None
010295,红塔红土盛兴39个月定开债C,债券型-长债,0.00,红塔红土,1.0299,陈纪靖,2021-02-05,None,None,11.62%,None
009980,新华安享惠融88个月定开债C,债券型-长债,0.00,新华基金,1.0239,裴铎,2022-12-12,None,None,11.87%,None
009531,九泰锐和18个月定开混合,混合型-偏股,0.17,九泰基金,0.5737,刘开运,2020-12-03,None,None,-45.17%,None
008490,华商鸿畅39个月定开利率债C,债券型-长债,0.00,华商基金,1.0046,胡中原,2020-09-25,None,None,9.14%,None
009851,上银聚远盈42个月定开债券,债券型-长债,85.31,上银基金,1.0735,葛沁沁,2021-05-14,None,None,9.77%,None
009699,长信浦瑞87个月定开债券,债券型-长债,80.34,长信基金,1.0041,陆莹,2020-08-10,None,None,13.41%,None
010464,鹏扬淳稳66个月定开债C,债券型-长债,0.00,鹏扬基金,1,陈钟闻,2020-10-29,None,None,None,None
009444,国泰添福一年定期开放债券,债券型-长债,6.02,国泰基金,1.0248,魏伟,2023-03-07,None,None,11.51%,None
010639,上银聚远鑫87个月定开债,债券型-长债,90.26,上银基金,1.1388,葛沁沁,2021-05-14,None,None,13.02%,None
009673,嘉合慧康63个月定开债券A,债券型-长债,80.21,嘉合基金,1.0036,季慧娟,2020-08-04,None,None,11.99%,None
161838,银华创业板两年定期开放混合,混合型-偏股,3.74,银华基金,0.5667,刘辉,2020-08-07,None,None,-38.64%,None
009738,格林泓安63个月定开债,债券型-长债,58.70,格林基金,1.0392,尹子昕,2022-10-27,None,None,12.70%,None
010267,兴全安泰积极养老五年持有混合(FOF)A,FOF-进取型,9.54,兴证全球基金,0.9055,林国怀,2020-12-16,10.45%,-0.62,-14.20%,None
009842,东方红明鉴优选两年定开混合,混合型-偏债,1.00,东方红资产管理,1.0657,余剑峰,2021-07-09,None,None,-1.43%,None
010294,红塔红土盛兴39个月定开债A,债券型-长债,21.54,红塔红土,1.0306,陈纪靖,2021-02-05,None,None,12.98%,None
009490,泰康科技创新一年定开混合,混合型-偏股,1.41,泰康基金,0.8439,金宏伟,2020-09-10,None,None,-25.25%,None
009579,东方红鑫安39个月定开债券,债券型-长债,79.71,东方红资产管理,1.0020,丁锐,2020-09-14,None,None,10.11%,None
008012,前海联合淳丰87个月定开债A,债券型-长债,81.31,前海联合,1.0097,张文,2021-08-20,None,None,13.31%,None
010700,东方红锦丰优选两年定开混合,混合型-偏债,6.25,东方红资产管理,0.9535,胡伟,2021-01-22,None,None,-4.53%,None
080006,长盛环球行业混合(QDII),QDII-混合偏股,0.12,长盛基金,1.0270,陈亘斯,2021-09-23,34.36%,-0.57,-44.87%,-13.91%
010983,兴银汇泽87个月定开债,债券型-长债,77.96,兴银基金管理,1.0360,范泰奇,2020-12-22,None,None,14.06%,None
873002,广发资管全球精选一年持有期债券(QDII),QDII-纯债,None,广发资产管理,1,骆霖苇,2022-05-26,None,None,None,None
010645,富国全球健康生活主题混合(QDII)美元,QDII-混合偏股,1.49,富国基金,0.0851,彭陈晨,2022-01-13,22.62%,-1.07,-53.85%,None
017661,南方浩恒稳健优选6个月持有混合(FOF)A,FOF-稳健型,0.16,南方基金,1.0142,李文良,2023-04-07,None,None,None,None
011292,招商添裕纯债D,债券型-长债,None,招商基金,1,马龙,2022-08-17,None,None,None,None
010719,东吴瑞盈63个月定开债,债券型-长债,47.89,东吴基金,1.0029,王明欣,2022-05-09,None,None,11.54%,None
862012,光大阳光香港精选混合(QDII)人民币C,QDII-混合偏股,0.91,上海光大证券资产管理,0.3944,孟巍,2024-05-17,35.01%,-0.85,-62.83%,None
873021,广发全球精选一年持有债券(QDII)美元C,QDII-纯债,0.20,广发资产管理,0.1491,骆霖苇,2022-05-26,4.88%,-0.48,-2.49%,None
873017,广发全球精选一年持有债券(QDII)人民币C,QDII-纯债,0.20,广发资产管理,1.0618,骆霖苇,2022-05-26,6.15%,0.14,7.27%,None
873013,广发全球精选一年持有债券(QDII)人民币A,QDII-纯债,0.50,广发资产管理,1.0721,骆霖苇,2022-05-26,6.15%,0.19,8.24%,None
011166,万家陆家嘴金融城金融债,债券型-长债,31.55,万家基金,1.0560,段博卿,2022-04-27,None,None,11.31%,None
008615,浙商汇金聚泓两年定开债A,债券型-长债,76.54,浙商证券资管,1.0030,程嘉伟,2022-03-30,None,None,8.18%,None
011423,广发全球科技三个月定开混合(QDII)美元C,QDII-混合偏股,5.70,广发基金,0.1429,李耀柱,2021-03-03,None,None,-8.34%,None
008104,中金鑫裕1年定开债A,债券型-长债,77.48,中金基金,1.0056,董珊珊,2019-12-25,None,None,5.04%,None
011421,广发全球科技三个月定开混合(QDII)美元A,QDII-混合偏股,25.10,广发基金,0.1449,李耀柱,2021-03-03,None,None,-7.17%,None
007401,浦银颐和稳健养老一年(FOF)A,FOF-稳健型,3.47,浦银安盛基金,1.1118,陈曙亮,2020-10-29,4.06%,-0.30,0.89%,None
008808,新华安享惠泽39个月定开债C,债券型-长债,0.00,新华基金,1.0159,李洁,2020-05-12,None,None,6.66%,None
004243,广发道琼斯石油指数人民币C,指数型-海外股票,5.21,广发基金,2.4296,姚曦,2022-11-15,30.74%,0.78,97.50%,163.89%
010735,申万稳健养老一年持有混合发起式(FOF)A,FOF-稳健型,2.06,申万菱信基金,1.0035,韩玥,2021-06-28,3.30%,-0.50,-0.41%,None
009151,国寿策略优选3个月持有混合(FOF),FOF-稳健型,1.33,国寿安保基金,1.0188,张志雄,2020-08-06,3.91%,-0.85,-5.36%,None
011420,广发全球科技三个月定开混合(QDII)人民币A,QDII-混合偏股,25.10,广发基金,1.0320,李耀柱,2021-03-03,None,None,2.10%,None
008225,金元顺安泓丰87个月定开债C,债券型-长债,0.00,金元顺安基金,1.0305,苏利华,2020-12-03,None,None,13.32%,None
011083,银河聚利87个月定开债券,债券型-长债,85.39,银河基金,1.0906,张沛,2020-12-28,None,None,12.26%,None
011422,广发全球科技三个月定开混合(QDII)人民币C,QDII-混合偏股,5.70,广发基金,1.0181,李耀柱,2021-03-03,None,None,0.85%,None
010643,平安养老2025一年持有期混合(FOF)A,FOF-稳健型,1.84,平安基金,1.0229,高莺,2020-12-30,3.90%,-0.29,1.06%,None
008159,招商盛鑫优选3个月持有(FOF)C,FOF-均衡型,0.14,招商基金,0.7615,于立勇,2023-03-01,14.09%,-0.97,-32.23%,None
009225,天弘中证中美互联网(QDII)A,指数型-海外股票,3.53,天弘基金,1.1876,胡超,2020-05-27,27.16%,-0.12,-5.41%,None
862001,光大阳光香港精选混合(QDII)人民币A,QDII-混合偏股,1.53,上海光大证券资产管理,0.5431,孟巍,2024-05-17,35.00%,-0.83,-62.16%,None
008224,金元顺安泓丰87个月定开债A,债券型-长债,61.03,金元顺安基金,1.0382,苏利华,2020-12-03,None,None,14.00%,None
010277,嘉实民安添岁稳健养老一年持有混合(FOF)A,FOF-稳健型,14.17,嘉实基金,0.9750,张静,2021-05-21,None,None,-2.69%,None
011587,东方红欣和平衡两年混合(FOF),FOF-均衡型,20.90,东方红资产管理,0.8854,邓炯鹏,2021-03-09,None,None,-11.51%,None
010671,景顺长城大中华混合(QDII)A美元现汇,QDII-混合偏股,9.83,景顺长城基金,0.2490,周寒颖,2020-12-08,23.11%,-0.73,-39.56%,None
862011,光大阳光香港精选混合(QDII)美元A,QDII-混合偏股,1.53,上海光大证券资产管理,0.0763,孟巍,2024-05-17,35.47%,-0.89,-65.58%,None
005685,财通资管鸿睿12个月定开债C,债券型-长债,0.75,财通资管,1.2185,陈希希,2018-08-10,None,None,15.46%,26.70%
873018,广发全球精选一年持有债券(QDII)美元A,QDII-纯债,0.50,广发资产管理,0.1505,骆霖苇,2022-05-26,4.87%,-0.42,-1.63%,None
011580,民生加银稳健配置6个月混合(FOF),FOF-稳健型,11.36,民生加银基金,0.9684,孔思伟,2022-09-01,3.57%,-0.89,-4.94%,None
008659,中邮淳享66个月定开债,债券型-长债,80.17,中邮基金,1.0115,郭志红,2022-05-09,None,None,12.59%,None
007091,东兴兴福一年定开债券A,债券型-长债,4.34,东兴基金,1.2909,司马义买买提,2021-04-27,None,None,23.07%,28.49%
011233,泰康福泰平衡养老三年持有混合(FOF)A,FOF-均衡型,9.52,泰康基金,0.8588,潘漪,2021-04-28,7.61%,-0.88,-14.80%,None
009718,招商增浩一年定期开放混合A,混合型-偏债,0.22,招商基金,1.1075,姚飞军,2020-12-01,None,None,8.03%,None
011294,招商添逸1年定开债券发起式,债券型-长债,80.80,招商基金,1.0181,黄晓婷,2021-03-17,None,None,9.61%,None
011745,华夏养老2055五年持有混合(FOF)A,FOF-进取型,0.51,华夏基金,0.6593,许利明,2021-05-18,16.09%,-0.92,-34.92%,None
005156,嘉实领航资产配置混合A,FOF-稳健型,1.14,嘉实基金,1.1730,张静,2017-10-27,6.83%,-0.84,-12.19%,17.38%
012168,工银中债1-5年进出口行E,指数型-固收,2.25,工银瑞信基金,1.0599,汪湛,2022-11-02,None,None,None,None
011593,农银汇理安瑞一年持有混合(FOF),FOF-进取型,1.05,农银汇理基金,0.7006,罗文波,2021-03-23,14.10%,-0.99,-33.05%,None
010320,华安养老目标2040三年持有混合发起(FOF)A,FOF-均衡型,0.78,华安基金,0.7952,何移直,2021-05-13,None,None,-20.51%,None
011940,大成全球美元债(QDII)A美元,QDII-纯债,4.34,大成基金,0.1424,陈会荣,2024-05-21,7.87%,-0.77,-13.06%,None
012035,中信建投稳骏一年定开发起式债券,债券型-长债,5.24,中信建投基金,1.0407,李照男,2022-10-25,None,None,12.15%,None
011752,广发核心优选六个月持有混合(FOF)A,FOF-均衡型,25.73,广发基金,0.7704,杨喆,2021-11-19,12.31%,-0.81,-23.37%,None
011594,国投瑞银稳健养老目标一年持有混合(FOF)C,FOF-稳健型,0.00,国投瑞银基金,1.1100,周宏成,2021-08-25,5.69%,-0.68,-7.00%,None
010794,东海鑫享66个月定开,债券型-长债,76.65,东海基金,1.0583,邢烨,2021-07-19,None,None,None,None
011694,华泰紫金信息科技6个月定开A,混合型-偏股,1.19,华泰证券(上海)资产管理,0.8715,王海山,2023-02-08,None,None,-14.06%,None
011584,大成港股精选混合(QDII)C,QDII-混合偏股,0.24,大成基金,0.7946,柏杨,2021-05-06,19.94%,-0.46,-21.33%,None
011695,华泰紫金信息科技6个月定开C,混合型-偏股,0.51,华泰证券(上海)资产管理,0.8497,王海山,2023-02-08,None,None,-16.10%,None
010281,华夏保守养老一年持有混合(FOF)A,FOF-稳健型,2.34,华夏基金,1.0581,李晓易,2022-05-24,2.70%,-0.09,3.86%,None
010607,新沃安鑫87个月定开债,债券型-长债,51.35,新沃基金,1.0244,庄磊,2021-10-28,None,None,None,None
009562,工银全球股票(QDII)美元,QDII-普通股票,5.42,工银瑞信基金,0.2140,孔令兵,2021-04-06,16.02%,-0.43,-15.42%,None
011583,大成港股精选混合(QDII)A,QDII-混合偏股,2.24,大成基金,0.8099,柏杨,2021-05-06,19.95%,-0.43,-19.88%,None
011941,大成全球美元债(QDII)C美元,QDII-纯债,0.03,大成基金,0.1395,陈会荣,2024-05-21,7.86%,-0.83,-14.31%,None
011753,广发核心优选六个月持有混合(FOF)C,FOF-均衡型,2.83,广发基金,0.7607,杨喆,2021-11-19,12.31%,-0.84,-24.29%,None
012133,招商添浩纯债D,债券型-长债,0.00,招商基金,0.9820,滕越,2021-05-12,None,None,0.49%,None
011605,交银招享一年持有混合(FOF)A,FOF-稳健型,21.82,交银施罗德基金,0.9906,刘兵,2021-08-24,None,None,None,None
011642,财通资管睿慧1年定开债,债券型-长债,20.74,财通资管,1.0408,金御,2023-08-04,None,None,10.96%,None
012092,银华信用精选两年定开债,债券型-长债,4.22,银华基金,1.1195,边慧,2022-02-23,None,None,15.09%,None
011697,南方浩睿进取京选3个月混合(FOF)C,FOF-进取型,0.08,南方基金,0.6912,夏莹莹,2021-04-20,13.77%,-0.97,-31.48%,None
011606,交银招享一年持有混合(FOF)C,FOF-稳健型,8.98,交银施罗德基金,0.9794,刘兵,2021-08-24,None,None,None,None
011696,南方浩睿进取京选3个月混合(FOF)A,FOF-进取型,3.90,南方基金,0.7001,夏莹莹,2021-04-20,13.77%,-0.94,-30.64%,None
012868,易方达标普信息科技指数(QDII-LOF)C(人民币),指数型-海外股票,0.10,易方达基金,4.5721,PAN LINGDAN(潘令旦),2023-09-23,None,None,None,None
012169,工银3-5年国开债指数E,指数型-固收,0.36,工银瑞信基金,1,汪湛,2022-05-19,None,None,None,None
012165,工银彭博国开债1-3年指数E,指数型-固收,4.05,工银瑞信基金,1,汪湛,2022-12-28,None,None,None,None
004848,中欧睿泓定开混合,混合型-灵活,6.48,中欧基金,1.7086,袁维德,2018-03-28,None,None,-19.79%,68.77%
011557,平安稳健养老一年持有混合(FOF)A,FOF-稳健型,1.43,平安基金,1.0326,高莺,2021-05-07,3.68%,-0.09,3.59%,None
012208,华夏港股前沿经济混合(QDII)A,QDII-混合偏股,7.48,华夏基金,0.5587,刘平,2021-06-18,None,None,-44.37%,None
000277,博时双月薪定期支付债券,债券型-长债,3.69,博时基金,1.0030,胥艺,2023-07-26,None,None,14.36%,26.62%
002392,华安全球美元收益债美元现汇A,QDII-混合债,2.79,华安基金,0.1634,庄宇飞,2017-03-16,2.62%,-1.45,-6.74%,-2.16%
012654,兴证全球优选平衡三个月持有混合(FOF)A,FOF-均衡型,41.90,兴证全球基金,0.9243,林国怀,2021-07-14,None,None,None,None
011433,中加聚优一年定开混合A,混合型-偏债,0.42,中加基金,1.0509,于成琨,2023-06-30,None,None,None,None
010644,富国全球健康生活主题混合(QDII)人民币,QDII-混合偏股,1.49,富国基金,0.6060,彭陈晨,2022-01-13,22.05%,-0.99,-49.25%,None
012061,富国全球消费精选混合(QDII)美元,QDII-混合偏股,3.24,富国基金,0.1288,彭陈晨,2021-11-19,None,None,None,None
012513,泰康福泽积极养老五年持有混合(FOF)A,FOF-进取型,0.97,泰康基金,0.7384,潘漪,2021-06-29,None,None,None,None
012518,景顺长城颐心养老2040三年持有混合(FOF),FOF-均衡型,0.93,景顺长城基金,0.7939,薛显志,2021-06-28,None,None,None,None
970028,国海六个月滚动持有债券C,债券型-混合一级,None,国海证券,1,王力,2021-06-07,None,None,None,None
009372,浦银安盛嘉和稳健一年持有混合(FOF)A,FOF-稳健型,13.34,浦银安盛基金,0.9989,陈曙亮,2021-06-22,None,None,-0.15%,None
002781,博时聚瑞6个月定开债,债券型-长债,25.65,博时基金,1.0663,于渤洋,2022-11-22,None,None,9.96%,18.27%
012584,南方中国新兴经济9个月持有期混合(QDII)A,QDII-混合偏股,2.37,南方基金,0.7369,黄亮,2021-08-10,None,None,None,None
012791,汇添富聚焦经典一年持有混合(FOF)A,FOF-进取型,12.62,汇添富基金,0.6934,李彪,2021-08-05,None,None,None,None
009688,万家鑫动力月月购一年滚动混合,混合型-偏股,1.81,万家基金,0.7880,高源,2020-06-18,None,None,-26.79%,None
011706,长信标普100等权重指数美元,指数型-海外股票,0.89,长信基金,0.2750,傅瑶纯,2021-07-01,None,None,None,None
